customer_id,arrival_time,day_type,service_time_seconds,withdrawal_amount_usd
465,2025-01-01 10:51:27.504055,Payday,66.86,96.34
466,2025-01-01 10:51:32.768566,Payday,106.1,164.27
467,2025-01-01 10:52:14.921389,Payday,89.54,109.72
468,2025-01-01 10:52:46.907770,Normal,36.01,54.51
469,2025-01-01 10:52:51.006890,Normal,51.04,61.65
470,2025-01-01 10:52:54.863510,Normal,46.05,64.16
471,2025-01-01 10:53:03.081940,Payday,61.87,127.32
472,2025-01-01 10:53:12.196409,Payday,58.31,156.2
473,2025-01-01 10:53:49.571621,Payday,73.66,89.0
474,2025-01-01 10:53:49.800358,Payday,102.36,198.68
475,2025-01-01 10:54:02.830821,Payday,95.95,10.0
476,2025-01-01 10:54:25.582444,Normal,48.02,49.97
477,2025-01-01 10:54:32.597605,Normal,39.74,73.33
478,2025-01-01 10:54:39.486606,Payday,103.73,648.22
479,2025-01-01 10:54:57.202391,Payday,82.11,539.89
480,2025-01-01 10:55:03.697181,Payday,38.81,101.78
481,2025-01-01 10:55:26.171619,Payday,79.9,167.13
482,2025-01-01 10:55:33.359093,Normal,51.82,61.99
483,2025-01-01 10:55:35.890532,Normal,30.75,42.94
484,2025-01-01 10:55:41.658771,Payday,89.49,129.67
485,2025-01-01 10:55:48.634545,Normal,45.61,53.41
486,2025-01-01 10:55:58.664881,Normal,14.69,51.28
487,2025-01-01 10:56:16.125687,Payday,81.03,118.54
488,2025-01-01 10:56:23.619742,Normal,10.34,55.87
489,2025-01-01 10:57:01.070849,Normal,38.24,41.78
490,2025-01-01 10:57:11.911790,Normal,48.63,37.44
491,2025-01-01 10:57:24.508328,Payday,88.27,161.52
492,2025-01-01 10:59:14.144459,Payday,38.28,135.25
493,2025-01-01 10:59:46.762099,Payday,88.99,45.0
494,2025-01-01 11:00:08.935235,Normal,46.31,27.63
495,2025-01-01 11:00:20.672262,Payday,39.12,141.59
496,2025-01-01 11:01:07.584705,Normal,17.37,41.1
497,2025-01-01 11:01:26.039570,Normal,48.42,54.14
498,2025-01-01 11:01:36.555219,Payday,62.66,66.08
499,2025-01-01 11:01:37.102345,Payday,51.38,73.93
500,2025-01-01 11:02:12.419859,Normal,58.71,27.58
501,2025-01-01 11:03:13.040343,Payday,99.58,138.44
502,2025-01-01 11:03:35.693235,Payday,109.51,124.87
503,2025-01-01 11:04:07.858630,Normal,53.16,73.16
504,2025-01-01 11:04:13.597417,Normal,48.39,35.84
505,2025-01-01 11:04:22.835855,Normal,52.29,76.22
506,2025-01-01 11:04:57.914193,Payday,100.22,796.58
507,2025-01-01 11:05:00.394543,Payday,87.33,102.74
508,2025-01-01 11:05:05.274588,Payday,32.6,144.4
509,2025-01-01 11:05:06.749759,Payday,74.2,151.8
510,2025-01-01 11:05:39.238881,Payday,113.35,154.21
511,2025-01-01 11:05:47.465218,Payday,80.29,85.28
512,2025-01-01 11:06:26.665955,Payday,47.02,97.52
513,2025-01-01 11:06:38.914434,Normal,34.76,57.18
514,2025-01-01 11:07:01.507551,Payday,58.54,135.85
515,2025-01-01 11:07:33.664382,Payday,53.95,114.84
516,2025-01-01 11:07:35.731516,Payday,64.82,132.23
517,2025-01-01 11:08:29.233157,Normal,48.65,55.32
518,2025-01-01 11:08:52.161260,Payday,84.84,162.92
519,2025-01-01 11:09:14.647990,Payday,76.79,656.51
520,2025-01-01 11:09:56.028448,Payday,90.2,86.42
521,2025-01-01 11:10:15.896401,Payday,61.54,146.51
522,2025-01-01 11:10:40.427312,Payday,65.32,133.37
523,2025-01-01 11:10:44.004227,Payday,69.2,111.42
524,2025-01-01 11:11:42.521474,Payday,83.9,154.03
525,2025-01-01 11:12:04.584712,Payday,74.04,133.31
526,2025-01-01 11:12:17.813287,Normal,72.6,71.51
527,2025-01-01 11:12:28.408653,Normal,66.74,62.47
528,2025-01-01 11:12:35.710336,Payday,48.34,110.11
529,2025-01-01 11:13:02.165412,Normal,60.46,41.54
530,2025-01-01 11:13:26.461569,Normal,53.64,78.93
531,2025-01-01 11:13:40.713106,Normal,62.46,21.0
532,2025-01-01 11:13:48.881343,Payday,85.4,148.38
533,2025-01-01 11:14:17.168801,Payday,58.8,149.19
534,2025-01-01 11:14:23.961136,Normal,19.87,16.02
535,2025-01-01 11:15:08.725306,Payday,102.84,152.4
536,2025-01-01 11:16:05.570039,Payday,89.27,178.71
537,2025-01-01 11:16:35.335361,Payday,83.88,161.6
538,2025-01-01 11:16:46.595437,Normal,54.61,33.13
539,2025-01-01 11:16:49.207648,Payday,97.56,83.0
540,2025-01-01 11:17:10.479263,Normal,51.92,43.01
541,2025-01-01 11:17:26.303410,Normal,48.14,73.97
542,2025-01-01 11:17:44.566237,Payday,38.33,88.16
543,2025-01-01 11:17:51.881762,Payday,109.46,143.08
544,2025-01-01 11:17:52.888578,Normal,21.75,21.78
545,2025-01-01 11:17:53.684957,Normal,30.91,915.85
546,2025-01-01 11:18:12.257400,Normal,57.4,46.1
547,2025-01-01 11:18:18.434985,Normal,42.69,77.81
548,2025-01-01 11:18:22.733087,Normal,47.47,42.43
549,2025-01-01 11:18:32.160154,Payday,70.58,112.26
550,2025-01-01 11:18:39.959402,Normal,55.8,65.56
551,2025-01-01 11:18:54.899026,Payday,87.84,109.19
552,2025-01-01 11:19:34.577999,Payday,61.99,106.93
553,2025-01-01 11:19:52.582011,Payday,18.0,141.78
554,2025-01-01 11:20:05.985048,Payday,46.67,94.29
555,2025-01-01 11:20:14.344057,Payday,105.54,196.1
556,2025-01-01 11:20:23.925589,Payday,131.48,105.83
557,2025-01-01 11:20:42.353966,Normal,33.28,32.15
558,2025-01-01 11:21:03.075348,Payday,82.98,721.63
559,2025-01-01 11:21:50.657415,Payday,36.29,98.03
560,2025-01-01 11:21:53.369140,Normal,34.92,31.54
561,2025-01-01 11:23:02.054554,Payday,68.24,620.06
562,2025-01-01 11:23:03.329648,Payday,75.04,92.44
563,2025-01-01 11:23:22.363817,Normal,46.22,27.38
564,2025-01-01 11:23:32.590264,Payday,98.42,69.74
565,2025-01-01 11:23:35.164938,Normal,47.96,51.75
566,2025-01-01 11:23:59.482348,Payday,100.78,83.75
567,2025-01-01 11:25:46.092656,Payday,94.52,120.35
568,2025-01-01 11:25:56.095344,Normal,45.96,56.96
569,2025-01-01 11:25:59.729737,Normal,39.88,39.16
570,2025-01-01 11:26:05.856523,Payday,46.69,159.11
571,2025-01-01 11:26:20.745720,Payday,118.18,94.78
572,2025-01-01 11:27:44.233170,Payday,64.92,852.21
573,2025-01-01 11:27:52.363212,Payday,79.76,86.37
574,2025-01-01 11:27:55.780137,Normal,41.45,53.05
575,2025-01-01 11:28:56.323413,Normal,36.47,51.48
576,2025-01-01 11:29:52.328299,Normal,36.49,39.79
577,2025-01-01 11:30:34.738451,Normal,27.65,51.9
578,2025-01-01 11:31:33.447351,Payday,60.2,204.84
579,2025-01-01 11:31:38.242003,Normal,40.67,60.23
580,2025-01-01 11:33:44.212475,Normal,44.27,35.28
581,2025-01-01 11:34:07.423792,Normal,33.32,49.89
582,2025-01-01 11:34:29.313641,Payday,55.17,59.88
583,2025-01-01 11:35:06.056218,Normal,23.03,54.01
584,2025-01-01 11:35:33.643284,Payday,67.75,95.27
585,2025-01-01 11:37:42.910164,Normal,38.44,39.69
586,2025-01-01 11:38:06.543856,Payday,51.85,40.77
587,2025-01-01 11:38:14.775036,Normal,42.61,26.74
588,2025-01-01 11:38:28.933975,Payday,55.73,42.72
589,2025-01-01 11:40:52.536299,Normal,41.94,33.89
590,2025-01-01 11:41:36.731734,Payday,65.58,164.85
591,2025-01-01 11:42:02.453219,Normal,49.21,46.69
592,2025-01-01 11:42:15.738803,Normal,60.67,40.03
593,2025-01-01 11:42:34.293586,Normal,40.07,65.27
594,2025-01-01 11:42:39.000096,Payday,64.19,87.94
595,2025-01-01 11:42:41.612989,Payday,87.25,57.62
596,2025-01-01 11:42:43.619453,Payday,87.46,145.66
597,2025-01-01 11:42:57.539558,Payday,70.59,66.69
598,2025-01-01 11:43:02.298396,Payday,85.89,137.98
599,2025-01-01 11:43:03.394505,Normal,60.08,47.94
600,2025-01-01 11:44:31.515179,Payday,79.26,119.59
601,2025-01-01 11:45:50.941849,Payday,68.54,130.75
602,2025-01-01 11:46:09.164569,Payday,57.71,165.42
603,2025-01-01 11:46:15.946532,Payday,91.13,10.0
604,2025-01-01 11:46:19.780781,Payday,78.03,79.05
605,2025-01-01 11:46:49.852666,Payday,71.26,161.31
606,2025-01-01 11:48:04.583023,Payday,70.13,126.01
607,2025-01-01 11:48:48.262223,Normal,52.8,15.9
608,2025-01-01 11:49:41.829173,Payday,63.87,207.74
609,2025-01-01 11:49:51.760133,Normal,44.24,45.56
610,2025-01-01 11:49:55.966796,Payday,63.15,67.05
611,2025-01-01 11:50:08.521776,Payday,66.28,142.75
612,2025-01-01 11:50:17.750578,Payday,82.66,104.56
613,2025-01-01 11:50:23.673269,Payday,56.68,112.63
614,2025-01-01 11:50:50.390252,Normal,50.06,53.92
615,2025-01-01 11:51:11.122287,Payday,99.86,185.21
616,2025-01-01 11:51:21.144679,Payday,72.66,86.5
617,2025-01-01 11:51:31.324611,Payday,92.92,147.05
618,2025-01-01 11:51:39.418585,Normal,48.8,981.41
619,2025-01-01 11:52:39.505552,Payday,62.46,118.36
620,2025-01-01 11:52:46.557898,Payday,53.84,622.65
621,2025-01-01 11:53:03.937255,Payday,76.86,131.49
622,2025-01-01 11:53:17.152970,Payday,64.34,899.34
623,2025-01-01 11:53:20.179910,Normal,49.07,37.08
624,2025-01-01 11:53:23.225430,Normal,22.38,44.07
625,2025-01-01 11:53:33.807532,Normal,57.6,32.72
626,2025-01-01 11:53:37.894319,Payday,78.76,85.95
627,2025-01-01 11:53:51.225534,Payday,57.29,621.16
628,2025-01-01 11:54:19.053485,Payday,75.47,89.98
629,2025-01-01 11:54:58.477028,Payday,63.11,126.1
630,2025-01-01 11:55:05.684859,Payday,43.97,107.13
631,2025-01-01 11:55:12.355651,Payday,74.35,199.35
632,2025-01-01 11:55:19.333164,Payday,60.53,115.47
633,2025-01-01 11:55:33.983928,Payday,63.89,141.42
634,2025-01-01 11:55:44.611954,Payday,99.18,220.22
635,2025-01-01 11:55:50.619269,Normal,53.81,37.01
636,2025-01-01 11:56:11.758631,Payday,62.99,143.74
637,2025-01-01 11:56:16.845447,Normal,36.19,50.72
638,2025-01-01 11:56:20.134203,Payday,79.76,139.19
639,2025-01-01 11:56:21.200750,Payday,56.45,171.54
640,2025-01-01 11:56:26.167609,Payday,70.33,128.08
641,2025-01-01 11:56:31.169742,Payday,40.1,77.79
642,2025-01-01 11:56:32.393489,Payday,95.21,971.17
643,2025-01-01 11:58:18.007433,Payday,47.76,977.32
644,2025-01-01 11:58:47.991485,Payday,68.77,141.08
645,2025-01-01 11:59:05.961266,Normal,70.26,27.74
646,2025-01-01 11:59:21.397990,Payday,117.97,103.95
647,2025-01-01 11:59:32.833650,Normal,32.83,65.66
648,2025-01-01 11:59:56.386828,Payday,79.17,750.48
649,2025-01-01 12:00:02.026191,Payday,99.61,141.1
650,2025-01-01 12:00:31.445966,Payday,29.88,811.08
651,2025-01-01 12:00:55.052500,Payday,70.81,197.43
652,2025-01-01 12:00:55.737491,Payday,77.72,102.55
653,2025-01-01 12:01:06.327928,Normal,62.75,62.22
654,2025-01-01 12:01:36.490115,Normal,43.73,46.31
655,2025-01-01 12:01:55.677929,Normal,42.36,10.0
656,2025-01-01 12:02:12.700570,Payday,71.66,553.19
657,2025-01-01 12:02:24.151881,Normal,58.01,38.45
658,2025-01-01 12:02:43.863078,Payday,87.94,92.62
659,2025-01-01 12:02:48.449784,Normal,34.37,55.37
660,2025-01-01 12:03:06.876713,Payday,59.59,130.09
661,2025-01-01 12:03:27.706055,Payday,52.5,142.51
662,2025-01-01 12:04:22.814226,Payday,92.19,135.4
663,2025-01-01 12:05:03.866953,Payday,83.91,75.04
664,2025-01-01 12:05:37.772718,Normal,40.21,36.94
665,2025-01-01 12:06:20.320282,Payday,93.11,115.85
666,2025-01-01 12:06:41.663597,Payday,51.39,636.46
667,2025-01-01 12:07:13.941128,Normal,46.74,37.7
668,2025-01-01 12:07:21.458758,Normal,63.26,40.18
669,2025-01-01 12:07:23.966077,Normal,51.14,46.63
670,2025-01-01 12:07:34.456338,Payday,109.89,146.54
671,2025-01-01 12:07:49.410305,Payday,103.3,693.21
672,2025-01-01 12:09:14.840952,Payday,78.84,114.47
673,2025-01-01 12:09:34.258590,Normal,21.49,64.65
674,2025-01-01 12:09:58.505773,Payday,104.56,60.7
675,2025-01-01 12:10:05.950327,Normal,50.65,66.91
676,2025-01-01 12:10:16.961648,Payday,73.01,109.1
677,2025-01-01 12:10:57.221562,Normal,51.34,59.77
678,2025-01-01 12:11:15.980764,Payday,87.38,104.98
679,2025-01-01 12:11:30.497055,Payday,94.43,68.19
680,2025-01-01 12:12:17.438167,Payday,68.13,165.69
681,2025-01-01 12:12:25.674394,Normal,64.03,65.59
682,2025-01-01 12:12:39.753049,Normal,41.96,25.71
683,2025-01-01 12:13:34.672363,Payday,69.48,99.44
684,2025-01-01 12:14:12.546450,Payday,98.75,139.87
685,2025-01-01 12:14:17.335999,Payday,87.7,85.32
686,2025-01-01 12:14:27.575166,Normal,36.43,17.42
687,2025-01-01 12:14:34.948060,Normal,60.27,87.83
688,2025-01-01 12:16:19.233642,Normal,39.29,28.04
689,2025-01-01 12:16:19.942515,Normal,40.66,13.92
690,2025-01-01 12:16:49.552328,Payday,80.3,94.04
691,2025-01-01 12:17:13.477736,Payday,67.34,95.76
692,2025-01-01 12:17:18.231487,Payday,89.13,119.24
693,2025-01-01 12:17:24.155688,Payday,103.4,143.68
694,2025-01-01 12:17:29.045033,Normal,40.74,48.13
695,2025-01-01 12:18:34.831047,Normal,47.75,19.21
696,2025-01-01 12:18:41.477065,Payday,61.74,55.87
697,2025-01-01 12:18:47.314111,Normal,27.16,53.67
698,2025-01-01 12:19:10.721365,Normal,30.84,45.62
699,2025-01-01 12:19:15.104336,Payday,41.86,131.12
700,2025-01-01 12:19:21.521776,Normal,59.73,24.77
701,2025-01-01 12:19:44.988645,Payday,72.43,107.91
702,2025-01-01 12:20:04.383687,Payday,115.91,77.7
703,2025-01-01 12:20:36.763601,Payday,87.47,80.94
704,2025-01-01 12:21:03.334180,Normal,34.62,69.23
705,2025-01-01 12:21:07.830858,Normal,23.1,45.89
706,2025-01-01 12:21:23.244698,Normal,73.01,55.84
707,2025-01-01 12:21:39.422330,Payday,58.59,939.86
708,2025-01-01 12:21:48.520392,Normal,55.79,41.04
709,2025-01-01 12:21:49.728167,Normal,29.69,19.51
710,2025-01-01 12:23:36.633282,Payday,79.75,71.57
711,2025-01-01 12:24:26.055041,Payday,61.82,173.15
712,2025-01-01 12:24:30.678815,Normal,66.23,42.76
713,2025-01-01 12:24:41.723272,Payday,81.14,117.95
714,2025-01-01 12:25:18.105883,Normal,48.36,47.51
715,2025-01-01 12:26:54.557378,Payday,96.47,113.78
716,2025-01-01 12:27:22.677364,Payday,97.96,19.17
717,2025-01-01 12:27:31.101398,Normal,57.55,62.8
718,2025-01-01 12:27:45.760629,Normal,36.3,104.32
719,2025-01-01 12:28:09.989165,Payday,107.16,121.89
720,2025-01-01 12:28:31.346477,Payday,88.89,131.81
721,2025-01-01 12:28:31.439956,Payday,61.41,139.57
722,2025-01-01 12:28:45.963574,Normal,41.76,73.88
723,2025-01-01 12:29:38.938082,Payday,52.43,50.22
724,2025-01-01 12:30:07.195759,Payday,61.19,112.66
725,2025-01-01 12:30:19.034334,Payday,72.7,115.92
726,2025-01-01 12:30:20.752457,Payday,75.75,138.25
727,2025-01-01 12:30:21.476987,Payday,67.66,84.14
728,2025-01-01 12:30:32.772251,Payday,86.47,156.92
729,2025-01-01 12:30:36.421541,Normal,42.55,47.29
730,2025-01-01 12:30:46.042285,Payday,105.86,77.37
731,2025-01-01 12:31:03.223340,Payday,41.33,114.33
732,2025-01-01 12:31:23.862089,Payday,68.05,168.66
733,2025-01-01 12:31:49.657404,Normal,36.04,32.11
734,2025-01-01 12:33:05.214615,Payday,85.8,162.49
735,2025-01-01 12:33:24.368270,Normal,36.79,998.91
736,2025-01-01 12:33:33.620641,Payday,68.53,184.52
737,2025-01-01 12:34:52.153934,Normal,55.28,58.43
738,2025-01-01 12:35:23.932190,Payday,67.18,110.08
739,2025-01-01 12:35:36.104034,Normal,37.87,61.69
740,2025-01-01 12:35:55.850377,Payday,79.64,108.2
741,2025-01-01 12:36:20.335130,Normal,44.71,46.18
742,2025-01-01 12:36:42.885717,Payday,93.78,117.44
743,2025-01-01 12:36:48.750151,Payday,87.62,73.95
744,2025-01-01 12:37:11.382783,Normal,45.04,46.77
745,2025-01-01 12:37:12.673592,Payday,73.1,104.46
746,2025-01-01 12:37:17.755729,Payday,40.82,524.96
747,2025-01-01 12:37:19.229291,Payday,82.83,880.28
748,2025-01-01 12:37:21.881872,Normal,36.49,67.46
749,2025-01-01 12:38:09.369137,Payday,52.58,907.4
750,2025-01-01 12:38:50.726622,Payday,92.73,61.95
751,2025-01-01 12:39:00.743586,Normal,52.6,51.58
752,2025-01-01 12:39:28.495441,Normal,45.28,32.91
753,2025-01-01 12:39:48.298924,Payday,80.73,609.9
754,2025-01-01 12:40:52.817951,Payday,41.58,86.47
755,2025-01-01 12:41:37.488578,Payday,55.18,173.19
756,2025-01-01 12:42:18.775055,Payday,59.67,82.68
757,2025-01-01 12:42:23.932210,Normal,55.68,56.7
758,2025-01-01 12:42:25.608123,Normal,33.63,37.48
759,2025-01-01 12:42:35.304066,Normal,45.18,32.83
760,2025-01-01 12:42:49.805854,Normal,39.14,46.81
761,2025-01-01 12:43:05.924069,Payday,75.4,155.67
762,2025-01-01 12:43:07.346774,Payday,43.66,136.28
763,2025-01-01 12:44:03.469822,Payday,96.56,116.55
764,2025-01-01 12:44:16.738755,Normal,68.78,60.44
765,2025-01-01 12:45:06.402982,Normal,46.68,10.0
766,2025-01-01 12:46:23.158468,Payday,87.18,106.73
767,2025-01-01 12:46:23.357579,Normal,41.16,42.59
768,2025-01-01 12:46:45.462838,Payday,88.21,149.9
769,2025-01-01 12:46:45.642133,Payday,67.1,132.36
770,2025-01-01 12:46:45.894919,Payday,103.48,176.55
771,2025-01-01 12:47:25.118221,Payday,68.54,173.42
772,2025-01-01 12:47:48.398494,Payday,44.88,118.0
773,2025-01-01 12:47:48.881832,Normal,54.72,80.96
774,2025-01-01 12:47:55.546725,Normal,35.86,32.43
775,2025-01-01 12:47:57.342154,Normal,28.05,15.12
776,2025-01-01 12:47:57.539635,Payday,60.54,987.44
777,2025-01-01 12:48:51.483889,Normal,46.43,689.55
778,2025-01-01 12:49:03.828938,Normal,42.38,10.0
779,2025-01-01 12:49:21.540522,Payday,65.5,148.61
780,2025-01-01 12:49:30.756357,Payday,111.11,104.42
781,2025-01-01 12:51:02.886593,Payday,72.92,81.11
782,2025-01-01 12:51:05.852193,Normal,69.21,54.33
783,2025-01-01 12:51:26.737207,Payday,63.95,104.73
784,2025-01-01 12:51:50.467657,Normal,46.45,80.95
785,2025-01-01 12:51:54.492470,Normal,42.15,53.84
786,2025-01-01 12:51:55.023717,Normal,56.77,35.16
787,2025-01-01 12:52:07.859437,Normal,56.86,22.97
788,2025-01-01 12:52:10.268430,Payday,76.05,135.25
789,2025-01-01 12:52:49.750866,Payday,50.01,177.35
790,2025-01-01 12:53:19.416086,Normal,40.25,46.41
791,2025-01-01 12:53:27.911000,Normal,65.06,47.85
792,2025-01-01 12:53:29.509409,Payday,73.11,45.67
793,2025-01-01 12:53:29.698546,Normal,51.45,51.03
794,2025-01-01 12:53:43.354633,Normal,37.05,38.04
795,2025-01-01 12:54:12.573313,Normal,49.72,78.26
796,2025-01-01 12:54:35.119081,Payday,100.9,100.79
797,2025-01-01 12:54:41.169738,Payday,80.38,102.69
798,2025-01-01 12:55:02.573213,Normal,29.42,81.56
799,2025-01-01 12:55:11.602514,Normal,52.66,45.26
800,2025-01-01 12:55:35.428730,Normal,31.93,46.88
801,2025-01-01 12:55:45.279962,Payday,70.01,193.91
802,2025-01-01 12:55:58.057696,Normal,45.05,17.47
803,2025-01-01 12:56:01.591913,Payday,118.44,72.44
804,2025-01-01 12:56:03.932556,Payday,83.84,152.37
805,2025-01-01 12:56:24.164663,Normal,38.24,48.34
806,2025-01-01 12:56:41.857570,Normal,50.37,57.42
807,2025-01-01 12:57:53.260495,Payday,88.43,149.84
808,2025-01-01 12:58:31.308750,Payday,66.39,200.34
809,2025-01-01 12:59:03.199157,Payday,84.4,124.14
810,2025-01-01 12:59:05.510163,Payday,118.13,507.46
811,2025-01-01 12:59:07.173076,Payday,67.39,100.42
812,2025-01-01 13:00:39.354731,Payday,83.69,125.12
813,2025-01-01 13:00:47.986157,Payday,83.14,161.08
814,2025-01-01 13:00:54.866728,Payday,92.84,127.4
815,2025-01-01 13:02:01.263916,Payday,61.16,597.92
816,2025-01-01 13:03:30.857376,Normal,63.75,62.57
817,2025-01-01 13:03:38.391164,Normal,29.77,59.39
818,2025-01-01 13:03:41.399013,Normal,53.57,49.61
819,2025-01-01 13:04:13.978841,Normal,39.16,34.84
820,2025-01-01 13:04:35.163938,Payday,97.47,147.08
821,2025-01-01 13:05:00.589353,Payday,68.1,129.08
822,2025-01-01 13:05:06.160798,Payday,72.73,104.7
823,2025-01-01 13:05:07.684578,Payday,78.74,135.54
824,2025-01-01 13:05:13.630904,Payday,87.51,179.39
825,2025-01-01 13:05:29.575348,Normal,26.2,23.12
826,2025-01-01 13:05:48.774619,Payday,70.38,88.12
827,2025-01-01 13:05:59.459329,Payday,99.07,60.43
828,2025-01-01 13:06:11.680391,Normal,25.76,52.01
829,2025-01-01 13:06:18.562830,Payday,106.16,159.71
830,2025-01-01 13:06:38.256414,Normal,26.04,35.8
831,2025-01-01 13:07:15.278437,Payday,59.99,108.02
832,2025-01-01 13:07:23.608086,Payday,65.75,135.51
833,2025-01-01 13:07:53.375093,Normal,37.83,19.47
834,2025-01-01 13:07:54.566333,Normal,45.39,54.28
835,2025-01-01 13:08:01.167809,Payday,65.07,87.43
836,2025-01-01 13:08:10.411278,Payday,51.7,142.9
837,2025-01-01 13:08:12.295219,Payday,88.02,92.72
838,2025-01-01 13:08:24.327433,Payday,98.05,804.34
839,2025-01-01 13:08:26.315173,Payday,65.85,161.87
840,2025-01-01 13:09:03.028019,Normal,40.14,58.18
841,2025-01-01 13:09:11.421383,Normal,50.33,50.22
842,2025-01-01 13:09:27.220486,Normal,53.52,40.43
843,2025-01-01 13:09:50.703143,Payday,96.43,58.1
844,2025-01-01 13:10:02.708169,Normal,56.49,30.96
845,2025-01-01 13:11:05.304108,Normal,50.07,38.54
846,2025-01-01 13:11:19.008158,Normal,32.72,74.35
847,2025-01-01 13:12:53.017111,Normal,30.62,40.79
848,2025-01-01 13:15:06.671420,Payday,49.97,130.74
849,2025-01-01 13:15:31.395800,Payday,63.61,143.67
850,2025-01-01 13:15:59.441190,Normal,56.95,71.75
851,2025-01-01 13:17:50.409492,Normal,50.46,53.86
852,2025-01-01 13:18:08.650034,Payday,59.43,102.26
853,2025-01-01 13:19:04.782274,Payday,103.28,91.29
854,2025-01-01 13:19:32.779010,Normal,60.84,86.38
855,2025-01-01 13:20:47.486560,Normal,61.64,27.66
856,2025-01-01 13:22:01.532731,Payday,56.75,148.06
857,2025-01-01 13:22:21.503629,Payday,105.31,98.33
858,2025-01-01 13:23:21.106933,Payday,93.44,154.06
859,2025-01-01 13:23:26.748134,Normal,43.18,86.27
860,2025-01-01 13:23:53.570699,Payday,79.91,109.79
861,2025-01-01 13:24:35.624962,Normal,38.66,23.43
862,2025-01-01 13:24:54.291857,Payday,84.02,128.39
863,2025-01-01 13:25:27.783022,Payday,84.56,62.42
864,2025-01-01 13:26:05.723670,Payday,52.67,828.33
865,2025-01-01 13:26:27.492305,Payday,93.36,107.58
866,2025-01-01 13:26:32.215759,Payday,82.18,78.41
867,2025-01-01 13:27:17.458773,Normal,43.46,51.75
868,2025-01-01 13:27:19.861887,Normal,49.75,48.33
869,2025-01-01 13:27:22.759428,Normal,47.23,79.97
870,2025-01-01 13:28:31.778296,Payday,69.38,124.94
871,2025-01-01 13:28:52.690289,Payday,59.94,75.08
872,2025-01-01 13:29:13.880784,Payday,81.49,78.55
873,2025-01-01 13:29:16.494158,Payday,57.89,109.05
874,2025-01-01 13:29:18.781358,Payday,51.13,46.67
875,2025-01-01 13:29:35.396853,Payday,79.52,164.72
876,2025-01-01 13:30:04.980665,Normal,65.34,47.8
877,2025-01-01 13:30:49.436107,Payday,61.78,111.98
878,2025-01-01 13:30:56.287515,Payday,105.18,164.73
879,2025-01-01 13:30:59.920933,Normal,50.97,32.71
880,2025-01-01 13:31:25.459470,Payday,79.67,204.67
881,2025-01-01 13:31:41.316510,Normal,43.31,17.89
882,2025-01-01 13:32:26.915268,Normal,43.96,66.15
883,2025-01-01 13:32:29.790497,Normal,33.32,57.18
884,2025-01-01 13:32:30.205724,Normal,51.82,36.03
885,2025-01-01 13:33:58.682055,Normal,50.43,21.99
886,2025-01-01 13:35:02.687863,Payday,72.76,155.86
887,2025-01-01 13:35:14.683649,Payday,20.19,172.65
888,2025-01-01 13:35:37.668639,Payday,94.11,877.84
889,2025-01-01 13:36:05.713994,Normal,20.57,40.42
890,2025-01-01 13:36:06.378704,Normal,23.72,36.19
891,2025-01-01 13:36:18.748161,Payday,71.3,187.43
892,2025-01-01 13:36:47.702953,Normal,39.09,60.85
893,2025-01-01 13:37:02.207632,Payday,62.08,100.86
894,2025-01-01 13:37:02.959961,Payday,85.31,184.87
895,2025-01-01 13:38:01.976913,Normal,48.96,51.99
896,2025-01-01 13:38:12.471762,Payday,75.81,555.14
897,2025-01-01 13:38:23.753423,Payday,83.01,987.16
898,2025-01-01 13:38:24.984201,Normal,25.08,70.98
899,2025-01-01 13:39:59.570267,Payday,86.42,125.49
900,2025-01-01 13:40:42.755343,Payday,79.67,116.26
901,2025-01-01 13:41:00.205766,Payday,106.49,196.3
902,2025-01-01 13:41:16.698269,Normal,64.09,30.24
903,2025-01-01 13:41:37.044055,Payday,55.45,195.51
904,2025-01-01 13:42:10.619022,Normal,50.1,52.11
905,2025-01-01 13:42:14.747548,Payday,64.55,910.43
906,2025-01-01 13:42:38.694904,Normal,26.67,47.08
907,2025-01-01 13:43:11.117397,Normal,50.34,76.83
908,2025-01-01 13:43:46.881670,Normal,17.03,50.01
909,2025-01-01 13:43:47.831351,Payday,85.32,162.62
910,2025-01-01 13:44:02.810382,Normal,29.43,60.98
911,2025-01-01 13:44:44.552746,Payday,65.99,39.93
912,2025-01-01 13:45:18.920044,Normal,29.59,10.0
913,2025-01-01 13:45:19.468753,Normal,48.11,49.09
914,2025-01-01 13:45:44.144453,Normal,35.82,28.07
915,2025-01-01 13:45:44.445320,Normal,55.06,74.89
916,2025-01-01 13:46:36.121564,Normal,46.58,10.0
917,2025-01-01 13:46:52.510872,Payday,77.87,143.01
918,2025-01-01 13:47:15.308431,Payday,111.23,143.16
919,2025-01-01 13:47:23.164426,Normal,42.76,56.67
920,2025-01-01 13:47:38.044346,Payday,65.59,179.94
921,2025-01-01 13:48:18.187581,Payday,95.9,120.12
922,2025-01-01 13:49:02.873787,Payday,64.96,103.1
923,2025-01-01 13:49:09.554171,Payday,95.55,130.04
924,2025-01-01 13:49:16.485499,Payday,78.59,184.66
925,2025-01-01 13:49:38.960749,Payday,63.34,837.66
926,2025-01-01 13:49:41.958538,Normal,38.28,44.1
927,2025-01-01 13:50:11.307548,Payday,90.47,77.96
928,2025-01-01 13:51:07.399817,Payday,64.36,225.3
929,2025-01-01 13:51:14.386819,Payday,49.67,80.41
